;mean;sd;bias;cp;;Mean means;Mean SDs;Mean bias;Mean cps
484;-1,924399347;0,081635456;-3,780032662;1;;;;;
485;-1,97746434;0,080755743;-1,126782976;1;;;;;
486;-2,025257697;0,078964856;1,262884864;1;;;;;
487;-1,995876801;0,070991806;-0,206159965;1;;;;;
488;-2,061933524;0,079057629;3,09667619;1;;;;;
489;-2,064938118;0,075379688;3,246905878;1;;;;;
490;-2,019582826;0,079747335;0,979141324;1;;;;;
491;-2,071907135;0,080116889;3,595356742;1;;;;;
492;-1,951784992;0,085878262;-2,410750404;1;;;;;
493;-2,042809647;0,078098305;2,140482358;1;;;;;
494;-1,883057481;0,076817327;-5,847125954;1;;;;;
495;-2,009785126;0,081463878;0,489256323;1;;;;;
496;-1,924840021;0,088012346;-3,757998949;1;;;;;
497;-1,904883465;0,086257823;-4,755826735;1;;;;;
498;-2,046020723;0,081192061;2,301036128;1;;;;;
499;-1,815385909;0,067180903;-9,230704526;0;;;;;
500;-2,04281417;0,086725635;2,140708506;1;;;;;
