;mean;sd;bias;cp;;Mean means;Mean SDs;Mean bias;Mean cps
371;1,810944343;0,190237422;-9,452782848;1;;;;;
372;1,999164249;0,200329336;-0,041787533;1;;;;;
373;2,004201949;0,182283916;0,210097448;1;;;;;
374;1,972449899;0,192057687;-1,377505048;1;;;;;
375;1,990798961;0,188854423;-0,460051946;1;;;;;
376;2,64442353;0,25040198;32,22117649;0;;;;;
377;1,939356888;0,186330743;-3,032155581;1;;;;;
378;1,890963651;0,201561531;-5,451817445;1;;;;;
379;2,139863767;0,202744142;6,993188363;1;;;;;
380;1,964502957;0,206920102;-1,77485215;1;;;;;
381;1,843084041;0,188005022;-7,845797927;1;;;;;
382;2,154730076;0,217959027;7,736503804;1;;;;;
383;1,813905381;0,177926256;-9,304730968;1;;;;;
384;1,616507405;0,171757977;-19,17462976;0;;;;;
385;1,852093024;0,176546583;-7,395348817;1;;;;;
386;1,722571874;0,185655337;-13,87140631;1;;;;;
387;1,722502802;0,170497625;-13,87485991;1;;;;;
388;2,108187074;0,21390105;5,409353723;1;;;;;
389;1,913298101;0,201044532;-4,335094936;1;;;;;
390;2,162615405;0,208373582;8,130770239;1;;;;;
391;2,287405553;0,223211479;14,37027765;1;;;;;
392;2,065707084;0,195648626;3,285354185;1;;;;;
393;2,309123832;0,221121482;15,4561916;1;;;;;
394;2,174398322;0,205606117;8,71991609;1;;;;;
395;2,400849403;0,245196053;20,04247014;1;;;;;
396;1,858991069;0,188864359;-7,050446536;1;;;;;
397;1,931457086;0,187887203;-3,427145694;1;;;;;
398;2,30677675;0,229954611;15,33883751;1;;;;;
399;2,109469833;0,196495331;5,473491631;1;;;;;
400;2,023793908;0,190993648;1,189695393;1;;;;;
401;1,787740471;0,177180293;-10,61297647;1;;;;;
402;1,731563952;0,169585714;-13,4218024;1;;;;;
403;1,917567681;0,176732707;-4,121615943;1;;;;;
404;2,559587258;0,233627666;27,9793629;0;;;;;
405;2,085713158;0,207102188;4,285657891;1;;;;;
406;1,939234302;0,183833534;-3,038284918;1;;;;;
407;1,791402027;0,188796399;-10,42989863;1;;;;;
408;1,910929458;0,201674577;-4,453527103;1;;;;;
409;1,996629278;0,187385048;-0,16853612;1;;;;;
410;1,790316859;0,186243311;-10,48415703;1;;;;;
411;2,40545576;0,231320292;20,272788;1;;;;;
412;2,29156577;0,229408526;14,57828852;1;;;;;
413;2,113566892;0,207492544;5,678344617;1;;;;;
414;2,080267413;0,195389505;4,013370671;1;;;;;
415;2,127484851;0,214007089;6,37424256;1;;;;;
416;1,928293523;0,192620943;-3,585323826;1;;;;;
417;1,992359154;0,195286445;-0,382042295;1;;;;;
418;1,908433837;0,180458753;-4,578308129;1;;;;;
