;mean;sd;bias;cp;;Mean means;Mean sds;Mean bias;Mean CP
301;0,256209235;1,512109967;-112,8104618;1;;;;;
302;0,739355972;1,090346971;-136,9677986;0;;;;;
303;-2,344134451;1,276129873;17,20672255;1;;;;;
304;-0,917462856;0,950643132;-54,12685719;1;;;;;
305;-0,989767157;0,758232421;-50,51164217;1;;;;;
306;-1,392741568;1,201023696;-30,36292162;1;;;;;
307;1,710283253;1,79285314;-185,5141626;0;;;;;
308;-0,618766782;1,372627542;-69,06166088;1;;;;;
309;-0,057755795;0,902930833;-97,11221025;0;;;;;
310;-2,814539882;1,254724794;40,7269941;1;;;;;
311;-1,031377287;1,003079676;-48,43113566;1;;;;;
312;-1,709667907;1,190936576;-14,51660463;1;;;;;
313;-1,60091524;1,177001152;-19,95423799;1;;;;;
314;-0,017484201;1,16967571;-99,12578994;1;;;;;
315;-0,51544687;1,403894298;-74,22765651;1;;;;;
316;-1,275266529;1,234959424;-36,23667356;1;;;;;
317;-0,864003793;1,550500351;-56,79981036;1;;;;;
318;-1,390678513;1,439898778;-30,46607435;1;;;;;
319;-0,622542039;1,506362619;-68,87289807;1;;;;;
320;-1,169432959;0,699690071;-41,52835204;1;;;;;
321;0,398658054;1,551648495;-119,9329027;1;;;;;
322;-0,272050722;1,140967098;-86,3974639;1;;;;;
323;-0,250319938;1,325733305;-87,48400312;1;;;;;
324;-0,906174168;0,98587303;-54,69129158;1;;;;;
325;-0,676463863;1,675889453;-66,17680683;1;;;;;
326;-0,448960651;0,969402111;-77,55196744;1;;;;;
327;-0,978554499;1,345269665;-51,07227504;1;;;;;
328;-1,164047741;1,026825952;-41,79761297;1;;;;;
329;-1,089945019;1,193989496;-45,50274904;1;;;;;
330;-0,896750713;0,690358713;-55,16246436;1;;;;;
331;-1,86572879;0,774872801;-6,713560517;1;;;;;
332;1,666353911;1,485053265;-183,3176956;0;;;;;
333;0,785492368;1,162816611;-139,2746184;0;;;;;
334;-1,209869353;0,886440207;-39,50653234;1;;;;;
335;-1,405696837;1,187168508;-29,71515815;1;;;;;
336;0,010837406;0,860567473;-100,5418703;0;;;;;
337;-0,028554837;1,663791273;-98,57225817;1;;;;;
338;-2,928014671;1,266391714;46,40073356;1;;;;;
339;-1,219253718;0,957392012;-39,03731409;1;;;;;
340;0,203871183;1,376934136;-110,1935592;1;;;;;
341;-1,169028675;0,934282932;-41,54856624;1;;;;;
342;-1,351019529;0,864603857;-32,44902357;1;;;;;
343;-0,625580193;1,046453481;-68,72099033;1;;;;;
344;0,024731831;1,275227043;-101,2365916;1;;;;;
345;-1,301242751;1,082210294;-34,93786247;1;;;;;
346;1,459364831;1,114121805;-172,9682416;0;;;;;
347;1,281503341;1,875339675;-164,0751671;1;;;;;
348;-2,5171111;1,033562199;25,85555501;1;;;;;
349;-0,686490165;0,818730111;-65,67549175;1;;;;;
350;-1,5788008;1,232704237;-21,05996002;1;;;;;
351;-0,731109629;1,130630084;-63,44451857;1;;;;;
352;-0,968830386;1,19694996;-51,5584807;1;;;;;
353;0,19300977;1,131676165;-109,6504885;1;;;;;
354;-0,602353804;1,075132169;-69,88230982;1;;;;;
355;-0,928672499;1,036942579;-53,56637507;1;;;;;
356;-2,837577139;1,423865647;41,87885697;1;;;;;
357;-1,685248012;1,132541386;-15,73759941;1;;;;;
358;-0,469033787;1,065409789;-76,54831064;1;;;;;
359;-1,691499434;1,040615363;-15,4250283;1;;;;;
360;-0,459752026;1,085977763;-77,0123987;1;;;;;
361;-1,366560203;0,824115078;-31,67198984;1;;;;;
362;1,070915937;1,121682574;-153,5457968;0;;;;;
363;-1,930288185;1,005204824;-3,485590739;1;;;;;
364;-1,271108623;1,590565291;-36,44456884;1;;;;;
365;-1,68551536;1,063992998;-15,724232;1;;;;;
366;0,608401763;1,533662856;-130,4200881;1;;;;;
367;-0,649970003;0,996773351;-67,50149986;1;;;;;
368;-0,572397181;0,946139952;-71,38014097;1;;;;;
369;-1,023286896;0,863619303;-48,83565522;1;;;;;
370;-0,829433431;0,714934762;-58,52832845;1;;;;;
371;-1,756118281;1,47700102;-12,19408596;1;;;;;
372;0,139720827;0,831798411;-106,9860413;0;;;;;
373;-0,790308629;1,555662671;-60,48456853;1;;;;;
374;0,150319133;1,037900603;-107,5159566;0;;;;;
375;-0,501467386;1,447136061;-74,92663072;1;;;;;
376;0,715400335;1,038721904;-135,7700167;0;;;;;
377;0,11765377;1,482882901;-105,8826885;1;;;;;
378;-0,370636689;1,4159331;-81,46816555;1;;;;;
379;-1,676185528;0,798976523;-16,19072362;1;;;;;
380;0,714131422;1,216212138;-135,7065711;0;;;;;
381;-2,283214703;1,394287484;14,16073514;1;;;;;
382;-2,023501573;1,815039944;1,175078642;1;;;;;
383;-0,685918863;0,792326632;-65,70405684;1;;;;;
384;1,295315818;1,112069805;-164,7657909;0;;;;;
385;-0,169782471;1,13649898;-91,51087643;1;;;;;
386;-0,515549449;0,879057994;-74,22252753;1;;;;;
387;-0,483664841;1,288517342;-75,81675795;1;;;;;
388;-0,895917276;0,734147785;-55,20413619;1;;;;;
389;-1,208672421;0,854930661;-39,56637895;1;;;;;
390;-1,348405373;0,797417078;-32,57973136;1;;;;;
391;-0,677995178;1,136836402;-66,10024112;1;;;;;
392;-1,314637651;1,175427943;-34,26811743;1;;;;;
393;-0,127301641;1,042583994;-93,63491794;1;;;;;
394;0,358966712;1,189266631;-117,9483356;1;;;;;
395;0,593001166;1,135324855;-129,6500583;0;;;;;
396;-1,148490809;0,864541036;-42,57545955;1;;;;;
397;-0,039007063;1,014686911;-98,04964684;0;;;;;
398;-2,426723062;1,363009821;21,33615309;1;;;;;
399;-1,37332231;1,601779745;-31,33388448;1;;;;;
400;-0,75058323;1,296426332;-62,47083852;1;;;;;
401;-1,945981914;0,888147303;-2,700904291;1;;;;;
402;0,598371456;1,318817339;-129,9185728;1;;;;;
403;0,336242581;1,014505612;-116,8121291;0;;;;;
404;-0,641591948;1,006545006;-67,9204026;1;;;;;
405;-1,123014057;1,089610076;-43,84929715;1;;;;;
406;-1,092720925;1,187604581;-45,36395374;1;;;;;
407;-0,318772477;1,269242287;-84,06137617;1;;;;;
408;1,324647613;1,492000934;-166,2323806;0;;;;;
409;-1,208969943;0,960722294;-39,55150285;1;;;;;
410;-0,801610281;1,1938571;-59,91948593;1;;;;;
411;1,25685827;1,135560131;-162,8429135;0;;;;;
412;-0,175536154;0,819103279;-91,22319231;0;;;;;
413;-1,397106782;1,052092513;-30,14466089;1;;;;;
414;-0,969883553;1,130411977;-51,50582237;1;;;;;
415;0,910407642;1,30898025;-145,5203821;0;;;;;
416;-0,973503704;0,986533915;-51,32481478;1;;;;;
417;-1,941861955;1,091488478;-2,906902243;1;;;;;
418;-0,596025557;1,0672509;-70,19872214;1;;;;;
419;-0,03564119;1,846953033;-98,21794052;1;;;;;
420;-0,435592141;1,087494519;-78,22039294;1;;;;;
421;-0,246952191;0,847094743;-87,65239044;0;;;;;
422;-1,976486611;0,853155656;-1,175669441;1;;;;;
423;-0,632038018;1,127779883;-68,39809909;1;;;;;
424;0,370916994;1,58036661;-118,5458497;1;;;;;
425;1,322119854;1,84952705;-166,1059927;1;;;;;
426;0,360877219;1,164717921;-118,0438609;0;;;;;
427;-0,615386981;0,915194618;-69,23065095;1;;;;;
428;0,001514766;1,098817441;-100,0757383;1;;;;;
429;-0,676293166;1,358407639;-66,18534169;1;;;;;
430;-1,160293936;0,695369046;-41,98530321;1;;;;;
431;-0,380091571;1,322741011;-80,99542146;1;;;;;
432;-0,655993978;0,777957672;-67,20030109;1;;;;;
